2025026,9,10,12,14,19,32,7
2025025,12,15,21,23,25,30,2
2025024,10,11,22,27,30,32,15
2025023,9,12,13,24,25,33,7
2025022,11,17,18,20,28,30,10
2025021,7,8,16,18,25,32,14
2025020,4,11,13,16,26,30,15
2025019,5,13,17,18,22,23,11
2025018,3,9,18,21,28,29,11
2025017,4,12,15,18,28,29,5
2025016,2,3,12,16,20,29,14
2025015,4,11,15,24,25,33,15
2025014,6,7,9,13,21,27,5
2025013,4,14,16,23,24,30,14
2025012,7,11,13,18,27,31,11
2025011,6,13,17,22,24,29,11
2025010,4,6,7,16,17,21,8
2025009,2,4,11,12,23,25,6
2025008,9,14,16,17,25,33,11
2025007,7,8,14,18,21,27,11
2025006,1,7,8,17,20,22,6
2025005,10,16,19,27,28,30,9
2025004,3,7,17,27,29,32,4
2025003,10,19,20,26,28,29,15
2025002,9,12,13,15,22,26,11
2025001,2,3,17,18,22,33,16
2024151,5,10,16,19,29,32,4
2024150,13,14,20,22,26,32,2
2024149,3,9,16,17,18,22,16
2024148,2,6,15,16,21,23,11
2024147,5,11,13,16,21,30,10
2024146,2,4,11,22,27,32,10
2024145,1,3,16,22,23,30,3
2024144,2,9,11,17,20,30,11
2024143,2,5,11,22,30,33,10
2024142,4,6,13,21,22,25,6
2024141,1,2,7,15,24,29,12
2024140,4,7,8,17,22,26,15
2024139,15,16,20,22,23,29,14
2024138,2,7,11,21,27,28,2
2024137,4,9,10,19,26,27,12
2024136,3,11,15,21,25,26,3
2024135,5,11,17,18,30,31,13
2024134,2,4,13,16,18,20,16
2024133,1,11,15,27,30,33,1
2024132,1,4,25,27,28,33,3
2024131,4,5,11,15,20,32,13
2024130,1,8,12,17,19,24,16
2024129,9,10,13,19,24,32,1
2024128,1,8,13,18,20,26,16
2024127,2,5,13,20,27,32,10
2024126,14,18,23,24,26,33,10
2024125,1,4,13,18,26,30,3
2024124,2,14,15,17,25,30,11
2024123,2,15,22,26,30,33,4
2024122,5,7,9,16,17,29,15
2024121,1,7,10,13,27,33,3
2024120,1,5,7,11,18,19,7
2024119,2,9,26,27,31,32,14
2024118,2,3,4,6,11,15,14
2024117,3,12,14,16,29,32,12
2024116,1,15,20,22,31,32,3
2024115,3,10,11,19,27,28,7
2024114,7,11,18,24,27,32,4
2024113,4,5,23,24,26,31,11
2024112,8,11,16,25,29,32,3
2024111,1,4,11,12,22,30,16
2024110,4,13,17,23,25,33,14
2024109,3,4,24,28,29,33,9
2024108,1,8,9,23,24,30,8
2024107,1,6,8,13,17,19,9
2024106,3,8,11,22,31,33,4
2024105,2,5,17,19,29,33,4
2024104,5,16,23,24,26,29,4
2024103,12,21,23,27,32,33,15
2024102,9,15,18,21,22,25,1
2024101,8,12,15,17,19,30,8
2024100,13,14,19,20,27,30,5
2024099,4,12,17,24,26,27,16
2024098,3,8,10,20,30,31,2
2024097,4,10,12,13,18,30,3
2024096,2,4,14,18,23,27,13
2024095,4,6,9,14,16,21,3
2024094,6,13,17,22,25,27,9
2024093,1,5,7,11,12,15,12
2024092,3,8,11,12,18,29,5
2024091,13,15,16,19,20,24,10
2024090,7,11,17,24,31,32,12
2024089,3,6,9,15,18,31,1
2024088,3,8,10,17,30,32,10
2024087,3,9,18,19,20,26,11
2024086,17,19,20,23,25,31,2
2024085,1,5,15,21,23,27,15
2024084,1,8,10,13,19,29,13
2024083,3,9,14,29,32,33,15
2024082,1,2,13,16,17,29,16
2024081,1,6,12,17,23,25,4
2024080,6,11,12,27,29,30,13
2024079,2,3,6,7,16,26,4
2024078,5,9,14,21,22,26,12
2024077,1,4,6,14,17,22,8
2024076,3,22,24,27,29,32,15
2024075,3,5,8,18,22,28,1
2024074,7,8,10,22,24,32,7
2024073,3,9,12,18,28,30,1
2024072,1,14,20,21,23,27,6
2024071,2,8,19,28,30,31,14
2024070,4,13,18,20,22,28,5
2024069,6,13,20,21,24,32,6
2024068,1,2,7,19,20,21,1
2024067,1,11,13,17,25,29,3
2024066,8,9,12,22,26,32,13
2024065,3,5,9,10,19,22,14
2024064,6,8,17,18,28,30,5
2024063,7,14,16,23,28,32,4
2024062,1,7,10,16,18,27,16
2024061,1,9,18,22,25,28,2
2024060,1,2,6,10,22,28,15
2024059,1,3,14,25,31,33,7
2024058,8,12,13,17,27,29,13
2024057,3,8,17,18,23,31,8
2024056,5,18,20,24,25,26,6
2024055,2,4,6,7,16,29,3
2024054,8,13,20,25,31,32,3
2024053,7,14,21,22,28,33,7
2024052,7,10,11,15,17,21,3
2024051,5,9,13,20,23,28,6
2024050,1,3,7,10,22,33,2
2024049,12,15,17,23,26,32,11
2024048,2,9,15,19,26,28,2
2024047,7,8,21,26,29,30,15
2024046,2,6,10,11,17,29,15
2024045,2,8,19,23,24,26,3
2024044,2,6,17,25,32,33,6
2024043,4,6,7,14,15,24,8
2024042,2,4,5,14,26,32,14
2024041,2,9,12,22,25,33,16
2024040,11,14,18,19,23,26,2
2024039,2,6,12,29,30,31,10
2024038,8,10,18,23,27,31,2
2024037,1,4,5,6,12,14,13
2024036,2,8,9,12,21,31,2
2024035,5,7,14,17,22,32,6
2024034,2,9,12,19,21,31,4
2024033,6,10,11,18,20,32,5
2024032,1,3,4,11,12,21,16
2024031,9,10,13,25,30,32,2
2024030,1,8,22,25,29,33,10
2024029,12,18,23,25,28,33,4
2024028,3,7,8,11,18,19,5
2024027,2,6,13,27,28,32,13
2024026,4,7,18,19,20,25,6
2024025,8,15,21,22,25,33,13
2024024,3,7,21,24,26,30,10
2024023,1,10,22,25,28,32,10
2024022,2,9,11,14,18,26,6
2024021,4,6,16,17,23,24,11
2024020,3,8,12,14,17,33,8
2024019,5,11,12,16,17,20,8
2024018,6,15,17,24,28,29,16
2024017,4,17,19,20,25,32,4
2024016,7,12,20,24,32,33,4
2024015,3,8,17,18,20,30,15
2024014,1,2,10,22,24,25,13
2024013,1,7,10,14,21,25,7
2024012,1,3,7,18,22,28,15
2024011,8,12,16,20,27,31,6
2024010,11,16,20,21,23,24,4
2024009,1,4,7,10,17,23,14
2024008,8,20,21,23,27,30,13
2024007,4,5,6,7,20,22,15
2024006,7,18,20,21,26,32,5
2024005,5,6,20,23,25,32,3
2024004,9,13,17,18,21,27,4
2024003,1,5,8,13,32,33,3
2024002,4,9,10,17,19,20,9
2024001,3,7,16,26,27,32,16
2023151,1,15,16,20,25,27,5
2023150,10,17,25,26,30,33,5
2023149,2,10,19,24,26,33,15
2023148,3,5,7,9,19,20,8
2023147,5,6,14,16,19,32,12
2023146,2,3,6,11,20,32,9
2023145,7,10,21,22,23,24,11
2023144,12,16,17,22,25,27,8
2023143,5,7,9,16,23,30,15
2023142,2,8,20,21,27,33,14
2023141,1,8,11,12,21,23,3
2023140,3,4,11,14,30,31,5
2023139,12,14,19,21,27,31,11
2023138,3,22,28,30,31,33,4
2023137,3,12,17,19,23,27,11
2023136,3,5,10,21,22,26,10
2023135,5,6,11,13,28,30,7
2023134,5,8,9,17,22,33,4
2023133,4,5,10,14,22,25,3
2023132,3,9,11,15,25,27,1
2023131,6,7,14,20,26,32,1
2023130,4,10,17,22,23,32,16
2023129,8,9,12,17,32,33,4
2023128,7,16,20,21,27,33,1
2023127,3,8,19,22,26,32,14
2023126,10,24,26,28,29,31,16
2023125,11,14,15,27,30,33,4
2023124,2,3,17,18,25,30,11
2023123,10,13,15,22,29,32,15
2023122,7,8,14,18,20,30,5
2023121,2,12,16,25,30,31,12
2023120,3,8,13,24,27,29,8
2023119,1,2,3,19,21,28,15
2023118,1,2,11,19,25,29,4
2023117,2,11,14,17,18,28,8
2023116,2,8,9,13,24,27,12
2023115,2,7,16,21,26,27,16
2023114,7,9,15,16,17,26,9
2023113,1,2,13,18,25,27,3
2023112,9,12,13,22,24,31,4
2023111,5,6,12,17,20,33,9
2023110,2,6,20,25,29,33,16
2023109,6,8,10,13,16,28,13
2023108,1,3,6,8,18,24,9
2023107,3,7,18,25,29,33,14
2023106,7,9,10,20,22,24,7
2023105,1,3,5,26,30,32,16
2023104,10,19,23,25,30,31,12
2023103,5,6,13,24,25,29,15
2023102,1,9,10,13,21,28,10
2023101,1,5,9,15,18,26,4
2023100,5,6,12,15,23,25,4
2023099,9,11,14,19,27,33,5
2023098,2,10,11,14,21,27,11
2023097,1,9,14,19,29,30,15
2023096,8,11,18,26,31,32,15
2023095,3,8,16,17,22,26,11
2023094,6,10,12,14,30,31,12
2023093,10,21,24,25,27,32,7
2023092,3,12,24,25,32,33,13
2023091,16,20,22,26,30,32,16
2023090,1,2,9,26,30,31,7
2023089,8,13,15,27,28,31,11
2023088,1,14,18,26,31,33,5
2023087,2,9,15,17,28,33,1
2023086,8,9,10,22,26,32,12
2023085,11,18,23,24,31,33,13
2023084,9,13,14,17,19,27,3
2023083,7,10,12,16,17,30,12
2023082,4,18,19,24,27,30,16
2023081,1,11,15,16,22,31,15
2023080,1,2,4,9,25,31,8
2023079,5,6,9,12,21,22,7
2023078,6,8,14,19,30,31,8
2023077,7,9,14,22,26,27,1
2023076,3,4,15,18,19,22,9
2023075,13,15,24,28,30,31,1
2023074,2,8,9,18,19,21,3
2023073,1,3,15,16,25,32,10
2023072,2,6,10,24,25,33,9
2023071,5,12,15,19,24,26,6
2023070,3,5,25,31,32,33,4
2023069,12,14,17,20,21,26,2
2023068,11,12,15,18,29,33,2
2023067,1,3,12,19,28,32,14
2023066,2,7,8,10,26,31,6
2023065,2,14,17,20,26,33,14
2023064,1,7,11,12,16,18,4
2023063,4,8,17,20,22,27,13
2023062,11,19,23,24,26,33,15
2023061,1,4,6,11,12,22,15
2023060,9,11,17,19,30,31,11
2023059,2,6,13,22,27,32,6
2023058,10,17,22,26,30,33,11
2023057,2,5,10,17,24,32,3
2023056,8,14,15,18,23,33,8
2023055,3,4,20,23,27,32,13
2023054,5,6,9,10,15,26,12
2023053,1,7,14,20,27,30,15
2023052,3,4,5,8,12,17,6
2023051,22,26,29,30,32,33,14
2023050,2,7,9,14,22,23,5
2023049,5,7,14,23,25,27,2
2023048,2,3,10,24,28,30,8
2023047,5,7,14,23,31,33,7
2023046,6,8,17,25,26,28,3
2023045,3,6,12,21,27,28,4
2023044,2,8,15,22,24,26,16
2023043,5,8,12,20,24,28,10
2023042,10,17,20,23,27,30,10
2023041,1,6,12,13,15,24,6
2023040,9,16,17,24,29,31,8
2023039,2,3,9,13,19,28,9
2023038,2,9,14,17,31,33,8
2023037,8,23,25,26,29,31,12
2023036,13,14,18,19,24,30,9
2023035,1,4,9,10,20,33,6
2023034,2,3,9,11,12,17,15
2023033,8,9,13,23,24,26,5
2023032,6,19,20,26,28,33,1
2023031,7,14,27,29,31,33,5
2023030,2,3,7,16,30,31,6
2023029,3,7,12,24,28,33,8
2023028,5,7,10,17,20,22,14
2023027,8,10,22,27,32,33,8
2023026,1,18,26,30,31,33,3
2023025,4,16,20,21,31,32,14
2023024,3,6,9,17,27,28,3
2023023,5,8,10,15,24,25,9
2023022,10,11,18,19,23,31,3
2023021,2,5,6,19,21,27,4
2023020,1,12,17,18,26,27,5
2023019,6,12,26,28,29,32,15
2023018,10,12,17,19,25,31,13
2023017,5,11,18,20,26,28,12
2023016,14,16,19,23,28,30,3
2023015,2,3,14,21,29,32,8
2023014,6,7,18,23,27,30,5
2023013,6,10,14,22,23,33,13
2023012,3,4,7,22,26,30,6
2023011,6,7,16,17,21,22,4
2023010,4,5,13,18,27,29,12
2023009,3,4,19,23,30,32,6
2023008,5,13,18,20,26,28,6
2023007,5,6,9,22,25,31,3
2023006,2,10,12,14,24,26,5
2023005,2,6,8,13,14,19,16
2023004,1,7,15,16,20,25,16
2023003,5,8,18,25,30,32,6
2023002,2,6,10,16,18,22,13
2023001,9,16,18,22,28,32,2
2022150,1,7,11,12,22,28,5
2022149,2,22,26,29,32,33,14
2022148,2,15,16,17,21,31,14
2022147,2,3,7,13,20,30,10
2022146,6,7,13,18,26,31,6
2022145,3,21,25,30,31,33,11
2022144,7,20,22,23,31,32,5
2022143,7,8,13,29,30,33,3
2022142,1,3,13,16,21,27,3
2022141,5,12,13,17,20,27,14
2022140,8,9,18,19,20,27,15
2022139,6,7,9,16,17,19,14
2022138,2,14,19,21,25,28,11
2022137,8,21,23,27,28,33,1
2022136,8,10,14,15,18,22,8
2022135,9,11,13,24,28,32,6
2022134,1,5,14,17,24,31,14
2022133,5,8,16,17,21,25,12
2022132,1,3,18,26,32,33,4
2022131,3,5,10,13,19,29,6
2022130,2,8,15,17,26,28,12
2022129,10,12,14,22,24,27,7
2022128,3,12,18,24,27,29,1
2022127,3,4,9,10,29,33,13
2022126,1,13,15,17,26,33,13
2022125,2,3,7,12,20,31,16
2022124,5,10,13,18,24,26,1
2022123,10,13,16,20,21,25,5
2022122,6,8,17,19,24,28,5
2022121,12,17,22,27,30,31,2
2022120,2,15,19,26,27,29,2
2022119,2,5,15,18,26,27,4
2022118,2,6,7,11,14,33,8
2022117,4,13,17,18,28,29,6
2022116,8,14,26,27,30,33,1
2022115,6,7,18,20,27,29,9
2022114,1,5,15,19,26,29,13
2022113,13,14,20,24,27,29,2
2022112,3,5,8,17,25,31,1
2022111,2,10,11,13,28,31,1
2022110,9,13,15,18,20,28,15
2022109,4,11,13,19,22,33,11
2022108,1,7,13,17,18,31,15
2022107,3,9,11,15,19,28,16
2022106,17,20,22,23,24,31,1
2022105,6,12,13,15,21,23,15
2022104,1,8,19,25,26,31,1
2022103,6,9,12,14,20,28,10
2022102,9,10,12,18,29,32,14
2022101,4,16,18,19,27,28,4
2022100,2,6,7,15,20,21,15
2022099,1,11,23,24,26,32,15
2022098,2,3,4,6,21,33,5
2022097,4,5,10,13,30,31,14
2022096,3,16,17,19,25,33,7
2022095,4,13,14,18,20,28,8
2022094,6,11,13,16,19,31,2
2022093,21,22,24,28,29,32,14
2022092,7,10,16,20,21,27,11
2022091,8,18,20,22,24,28,10
2022090,1,4,25,27,29,30,7
2022089,2,7,15,29,31,33,15
2022088,3,9,15,17,20,22,6
2022087,5,6,9,13,23,25,8
2022086,1,4,8,21,23,24,11
2022085,7,9,14,31,32,33,13
2022084,3,18,23,24,25,32,9
2022083,8,12,13,14,19,20,5
2022082,4,10,11,23,30,32,14
2022081,4,8,11,21,27,30,1
2022080,5,12,15,17,18,27,4
2022079,1,9,15,17,22,23,16
2022078,1,4,5,15,17,31,9
2022077,3,17,18,19,20,27,16
2022076,8,9,10,13,24,29,2
2022075,1,2,4,25,26,30,10
2022074,5,7,15,19,29,33,15
2022073,6,10,14,15,26,29,12
2022072,5,14,15,16,18,32,12
2022071,4,7,15,18,29,33,1
2022070,4,6,9,27,28,33,2
2022069,6,7,13,19,26,29,8
2022068,7,12,15,24,26,29,6
2022067,1,5,13,21,26,29,15
2022066,6,11,14,20,27,30,9
2022065,9,14,18,23,28,31,2
2022064,4,6,12,13,17,31,16
2022063,6,8,9,17,22,31,11
2022062,16,18,20,21,23,33,5
2022061,1,3,16,18,29,33,6
2022060,16,18,19,24,28,32,1
2022059,6,9,18,19,29,33,6
2022058,6,13,14,23,31,33,1
2022057,12,15,20,26,30,33,16
2022056,1,6,11,14,17,26,15
2022055,2,4,9,26,28,33,3
2022054,8,12,21,27,28,33,11
2022053,10,14,18,23,27,33,15
2022052,7,24,27,29,31,32,15
2022051,2,5,11,17,21,33,1
2022050,3,5,8,14,27,33,8
2022049,2,4,7,18,25,26,10
2022048,5,7,17,20,26,31,14
2022047,3,7,8,14,27,30,9
2022046,2,11,24,25,27,30,14
2022045,3,12,17,18,19,28,4
2022044,1,7,8,21,23,29,6
2022043,2,17,20,23,25,27,8
2022042,5,10,11,21,22,30,13
2022041,5,7,21,22,24,29,14
2022040,3,12,14,16,31,33,12
2022039,2,6,7,10,15,20,5
2022038,9,12,13,16,24,32,4
2022037,1,10,13,20,22,32,14
2022036,2,3,14,16,26,31,2
2022035,8,12,13,19,23,25,15
2022034,14,17,26,31,32,33,10
2022033,5,12,19,22,25,26,5
2022032,4,10,11,14,23,32,7
2022031,1,10,11,22,26,32,7
2022030,12,23,24,26,27,30,5
2022029,3,8,10,13,26,32,8
2022028,5,11,20,22,23,29,9
2022027,14,15,18,19,26,32,9
2022026,3,4,10,15,22,24,2
2022025,6,19,24,25,28,32,4
2022024,7,9,10,14,19,24,15
2022023,7,12,17,19,24,25,2
2022022,1,7,11,15,17,19,6
2022021,3,7,22,24,26,31,14
2022020,9,11,14,22,30,32,1
2022019,5,6,14,20,21,25,8
2022018,7,11,16,17,30,32,16
2022017,6,9,24,29,30,32,7
2022016,5,10,19,20,29,31,14
2022015,6,14,16,27,28,31,7
2022014,6,7,13,14,15,27,4
2022013,2,3,4,7,10,18,15
2022012,4,7,8,29,30,31,1
2022011,6,15,23,24,25,33,15
2022010,12,18,19,20,21,32,15
2022009,4,15,17,19,25,28,16
2022008,2,3,7,9,20,21,13
2022007,1,20,22,23,25,28,16
2022006,3,6,9,15,22,31,2
2022005,7,10,12,16,19,31,16
2022004,5,19,24,28,30,32,14
2022003,2,5,16,17,18,30,6
2022002,2,12,21,23,25,31,8
2022001,6,13,15,17,20,21,3
2021150,9,14,20,21,24,26,4
2021149,5,10,15,18,19,32,5
2021148,10,12,15,17,19,20,8
2021147,5,10,11,13,27,28,9
2021146,7,9,21,22,26,32,3
2021145,4,7,10,14,16,26,9
2021144,2,5,13,15,23,26,7
2021143,1,9,11,13,20,29,9
2021142,4,7,17,19,20,24,16
2021141,1,14,19,23,26,30,10
2021140,5,10,16,26,27,33,1
2021139,12,14,19,23,24,27,1
2021138,11,14,15,16,27,32,9
2021137,3,7,10,14,21,24,1
2021136,2,6,9,15,19,28,16
2021135,3,10,17,19,21,31,4
2021134,1,2,16,19,25,31,8
2021133,1,3,12,19,27,31,10
2021132,1,4,6,14,20,28,8
2021131,8,11,18,19,20,24,1
2021130,8,9,15,24,26,30,6
2021129,4,15,21,27,28,29,10
2021128,5,17,20,21,23,33,4
2021127,7,15,16,20,27,29,7
2021126,19,20,23,27,28,31,1
2021125,14,19,20,23,24,31,9
2021124,1,3,18,22,29,32,2
2021123,6,14,15,19,29,31,5
2021122,4,5,12,15,18,28,7
2021121,4,5,12,16,22,30,15
2021120,1,7,8,12,13,18,5
2021119,3,9,10,11,28,29,13
2021118,2,6,14,18,20,31,13
2021117,3,5,17,21,27,33,4
2021116,6,14,17,18,31,33,6
2021115,2,10,12,15,24,27,8
2021114,4,6,8,14,24,27,2
2021113,4,7,10,22,27,30,2
2021112,5,6,21,25,28,33,7
2021111,17,20,22,23,26,28,6
2021110,10,13,15,24,31,32,2
2021109,2,3,10,17,20,26,16
2021108,11,15,18,24,26,32,9
2021107,2,3,17,19,25,30,1
2021106,1,4,7,14,30,31,3
2021105,10,14,15,22,27,32,9
2021104,1,7,17,20,22,28,15
2021103,10,13,15,25,29,30,15
2021102,5,9,15,24,27,30,9
2021101,2,4,12,22,29,31,1
2021100,7,9,12,13,14,29,16
2021099,9,11,17,18,20,27,15
2021098,1,10,13,18,26,32,5
2021097,3,11,12,13,25,28,12
2021096,1,7,11,14,15,26,11
2021095,8,12,17,24,27,28,13
2021094,9,11,24,25,28,33,15
2021093,5,11,15,23,28,33,3
2021092,2,7,8,10,12,31,3
2021091,4,6,16,24,26,33,16
2021090,5,6,12,14,27,28,8
2021089,1,2,7,13,23,24,12
2021088,4,12,15,16,19,26,6
2021087,2,13,16,19,23,24,4
2021086,6,8,10,14,28,29,1
2021085,5,6,7,11,14,20,2
2021084,5,7,9,11,21,28,1
2021083,4,9,11,25,28,33,4
2021082,3,6,11,13,26,32,5
2021081,1,3,5,18,22,23,1
2021080,5,8,22,23,24,29,9
2021079,1,3,10,24,28,29,13
2021078,4,6,15,26,27,31,12
2021077,8,15,17,25,27,30,10
2021076,3,9,21,23,30,32,6
2021075,12,15,16,21,22,29,1
2021074,4,5,9,14,25,27,7
2021073,1,6,18,22,24,25,8
2021072,1,9,15,16,19,21,15
2021071,1,7,24,31,32,33,8
2021070,1,5,11,15,16,29,15
2021069,6,11,18,20,23,26,5
2021068,4,14,18,24,31,32,15
2021067,1,11,19,23,25,29,9
2021066,2,6,19,26,30,33,15
2021065,1,4,8,19,29,33,16
2021064,4,6,8,15,16,18,16
